lng,lat,VCD,AOD,AMF
80.0,34.0,0.531,0.046,2.134
80.0,34.25,0.694,0.034,2.815
80.0,34.5,0.23,0.106,3.427
80.0,34.75,0.889,0.314,2.2
80.0,35.0,1.33,0.046,2.216
80.0,35.25,0.847,0.04,2.324
80.0,35.5,0.286,0.111,2.326
80.0,35.75,0.286,0.111,2.326
80.0,36.0,1.22,0.086,2.257
80.0,36.25,0.648,0.021,2.087
80.0,36.5,1.171,0.009,1.986
80.0,36.75,1.477,0.034,0.978
80.0,37.0,1.24,0.073,1.594
80.0,37.25,1.749,0.148,2.046
80.0,37.5,0.894,0.081,2.022
80.0,37.75,1.096,0.028,1.805
80.0,38.0,0.321,0.05,2.212
80.0,38.25,1.819,0.057,1.978
80.0,38.5,1.106,0.057,1.895
80.0,38.75,0.736,0.042,1.988
80.0,39.0,0.92,0.045,1.984
80.0,39.25,1.098,0.109,1.837
80.0,39.5,0.582,0.041,1.798
80.0,39.75,1.638,0.164,1.968
80.0,40.0,1.262,0.069,1.99
80.0,40.25,0.283,0.046,2.016
80.0,40.5,1.762,0.073,0.427
80.0,40.75,2.859,0.087,0.856
80.0,41.0,2.295,0.072,2.233
80.0,41.25,2.004,0.105,1.968
80.0,41.5,0.639,0.139,1.506
80.0,41.75,0.639,0.139,1.506
80.0,42.0,0.639,0.139,1.506
80.0,42.25,0.639,0.139,1.506
80.0,42.5,0.365,0.068,2.678
80.0,42.75,0.365,0.068,2.678
80.0,43.0,0.365,0.068,2.678
80.0,43.25,0.286,0.065,3.1
80.0,43.5,1.338,0.096,1.152
80.0,43.75,3.552,0.131,1.073
80.0,44.0,7.3,0.079,0.158
80.0,44.25,7.3,0.079,0.158
80.0,44.5,7.792,0.297,0.132
80.0,44.75,0.01,0.239,3.394
80.0,45.0,0.01,0.239,3.394
80.0,45.25,0.01,0.239,3.394
80.0,45.5,0.01,0.239,3.394
80.0,45.75,0.469,0.087,3.137
80.0,46.0,0.558,0.094,3.103
80.0,46.25,0.335,0.12,1.969
80.0,46.5,1.332,0.273,1.235
80.0,46.75,1.332,0.273,1.235
80.0,47.0,0.773,0.334,2.67
80.0,47.25,0.773,0.334,2.67
80.0,47.5,0.773,0.334,2.67
80.0,47.75,0.773,0.334,2.67
80.0,48.0,0.773,0.334,2.67
80.0,48.25,0.724,0.119,3.423
80.0,48.5,0.724,0.119,3.423
80.0,48.75,0.724,0.119,3.423
80.0,49.0,0.724,0.119,3.423
80.0,49.25,0.724,0.119,3.423
80.0,49.5,0.724,0.119,3.423
80.0,49.75,0.785,0.107,3.431
80.0,50.0,0.785,0.107,3.431
80.0,50.25,0.898,0.132,3.43
80.0,50.5,0.898,0.132,3.43
80.0,50.75,0.898,0.132,3.43
80.0,51.0,1.14,0.21,3.394
80.0,51.25,1.14,0.21,3.394
80.0,51.5,0.564,0.255,2.472
80.0,51.75,1.017,0.27,2.138
80.0,52.0,1.017,0.27,2.138
80.0,52.25,0.972,0.242,3.064
80.0,52.5,0.972,0.242,3.064
80.0,52.75,0.898,0.242,3.059
80.0,53.0,0.898,0.242,3.059
80.0,53.25,0.898,0.242,3.059
80.0,53.5,0.898,0.242,3.059
80.0,53.75,0.898,0.242,3.059
80.0,54.0,1.703,0.255,0.819
80.25,20.0,2.038,0.219,1.283
80.25,20.25,2.804,0.298,1.284
80.25,20.5,3.002,0.397,1.277
80.25,20.75,1.83,0.282,1.168
80.25,21.0,3.276,0.224,1.029
80.25,21.25,2.249,0.454,1.226
80.25,21.5,1.367,0.034,1.284
80.25,21.75,1.154,0.141,1.448
80.25,22.0,1.293,0.115,1.493
80.25,22.25,0.316,0.06,1.101
80.25,22.5,2.052,0.124,1.264
80.25,22.75,1.64,0.317,1.273
80.25,23.0,2.14,0.342,1.45
80.25,23.25,2.091,0.194,1.141
80.25,23.5,1.702,0.144,1.159
80.25,23.75,1.602,0.384,1.552
80.25,24.0,1.979,0.174,1.179
80.25,24.25,1.911,0.223,1.166
80.25,24.5,2.5,1.032,1.425
80.25,24.75,2.612,0.327,1.309
80.25,25.0,2.333,0.261,1.374
80.25,25.25,1.85,0.286,1.889
80.25,25.5,2.102,0.275,1.435
80.25,25.75,3.155,1.195,0.637
80.25,26.0,3.818,0.586,1.265
80.25,26.25,2.653,0.909,1.272
80.25,26.5,1.579,1.291,1.868
80.25,26.75,3.227,0.629,1.745
80.25,27.0,3.841,0.901,1.367
80.25,27.25,3.379,0.82,1.368
80.25,27.5,3.252,1.07,1.398
80.25,27.75,5.806,1.067,1.301
80.25,28.0,4.988,1.065,1.317
80.25,28.25,2.63,1.016,1.026
80.25,28.5,1.954,0.622,2.315
80.25,28.75,2.278,1.053,1.12
80.25,29.0,2.961,1.022,1.211
80.25,29.25,1.004,0.194,1.38
80.25,29.5,0.436,0.018,1.587
80.25,29.75,2.316,0.136,1.407
80.25,30.0,1.522,0.306,1.484
80.25,30.25,0.416,0.016,2.323
80.25,30.5,1.156,0.021,2.19
80.25,30.75,0.193,0.09,2.522
80.25,31.0,0.644,0.032,2.253
80.25,31.25,1.239,0.517,1.923
80.25,31.5,0.793,0.054,2.092
80.25,31.75,0.315,0.033,2.467
80.25,32.0,0.802,0.213,2.548
80.25,32.25,1.884,0.029,2.194
80.25,32.5,0.457,0.029,2.082
80.25,32.75,0.997,0.035,2.416
80.25,33.0,0.062,0.039,2.222
80.25,33.25,0.966,0.067,1.243
80.25,33.5,0.363,0.055,1.296
80.25,33.75,0.196,0.03,2.285
80.25,34.0,0.83,0.075,2.109
80.25,34.25,0.985,0.043,2.178
80.25,34.5,0.741,0.051,2.639
80.25,34.75,1.14,0.038,2.059
80.25,35.0,0.547,0.072,2.118
80.25,35.25,0.547,0.072,2.118
80.25,35.5,0.778,0.008,2.303
80.25,35.75,0.778,0.008,2.303
80.25,36.0,0.97,0.011,2.387
80.25,36.25,1.193,0.045,2.194
80.25,36.5,0.432,0.023,1.852
80.25,36.75,1.972,0.064,1.74
80.25,37.0,1.462,0.05,1.762
80.25,37.25,0.836,0.042,1.771
80.25,37.5,1.757,0.108,1.757
80.25,37.75,0.917,0.04,1.999
80.25,38.0,0.898,0.024,2.052
80.25,38.25,0.196,0.084,0.658
80.25,38.5,0.793,0.044,2.347
80.25,38.75,1.048,0.025,1.844
80.25,39.0,0.529,0.029,1.604
80.25,39.25,0.184,0.259,2.259
80.25,39.5,0.132,0.187,2.043
80.25,39.75,1.234,0.04,1.854
80.25,40.0,0.419,0.042,0.364
80.25,40.25,1.133,0.073,2.005
80.25,40.5,1.962,0.152,1.715
80.25,40.75,1.18,0.169,1.598
80.25,41.0,2.153,0.148,1.478
80.25,41.25,4.787,0.13,1.369
80.25,41.5,1.866,0.119,1.496
80.25,41.75,0.639,0.139,1.506
80.25,42.0,0.639,0.139,1.506
80.25,42.25,0.639,0.139,1.506
80.25,42.5,0.365,0.068,2.678
80.25,42.75,0.365,0.068,2.678
80.25,43.0,0.365,0.068,2.678
80.25,43.25,0.365,0.068,2.678
80.25,43.5,5.069,0.188,0.186
80.25,43.75,2.768,0.254,0.441
80.25,44.0,7.3,0.079,0.158
80.25,44.25,7.792,0.297,0.132
80.25,44.5,7.792,0.297,0.132
80.25,44.75,7.792,0.297,0.132
80.25,45.0,0.01,0.239,3.394
80.25,45.25,0.01,0.239,3.394
80.25,45.5,0.641,0.362,3.317
80.25,45.75,0.665,0.362,3.302
80.25,46.0,0.41,0.283,2.674
80.25,46.25,0.638,0.359,2.649
80.25,46.5,0.959,0.151,3.465
80.25,46.75,0.773,0.334,2.67
80.25,47.0,0.773,0.334,2.67
80.25,47.25,0.773,0.334,2.67
80.25,47.5,0.773,0.334,2.67
80.25,47.75,0.773,0.334,2.67
80.25,48.0,1.674,0.333,1.821
80.25,48.25,0.724,0.119,3.423
80.25,48.5,0.724,0.119,3.423
80.25,48.75,0.724,0.119,3.423
80.25,49.0,0.724,0.119,3.423
80.25,49.25,0.724,0.119,3.423
80.25,49.5,0.724,0.119,3.423
80.25,49.75,0.785,0.107,3.431
80.25,50.0,0.662,0.129,3.401
80.25,50.25,0.61,0.129,3.398
80.25,50.5,0.898,0.132,3.43
80.25,50.75,0.898,0.132,3.43
80.25,51.0,1.14,0.21,3.394
80.25,51.25,1.14,0.21,3.394
80.25,51.5,0.752,0.233,3.303
80.25,51.75,4.154,0.156,0.725
80.25,52.0,4.154,0.156,0.725
80.25,52.25,0.972,0.242,3.064
80.25,52.5,0.972,0.242,3.064
80.25,52.75,0.972,0.242,3.064
80.25,53.0,1.703,0.255,0.819
80.25,53.25,1.703,0.255,0.819
80.25,53.5,1.703,0.255,0.819
80.25,53.75,1.703,0.255,0.819
80.25,54.0,1.703,0.255,0.819
80.5,20.0,3.098,0.109,0.346
80.5,20.25,1.413,0.124,1.087
80.5,20.5,3.168,0.184,1.125
80.5,20.75,4.797,0.229,1.116
80.5,21.0,4.07,0.095,1.128
80.5,21.25,2.166,0.095,1.159
80.5,21.5,1.245,0.165,1.144
80.5,21.75,0.711,0.058,1.421
80.5,22.0,2.474,0.381,1.332
80.5,22.25,0.005,0.114,1.076
80.5,22.5,1.804,0.126,1.03
80.5,22.75,1.672,0.195,1.307
80.5,23.0,0.223,0.065,1.168
80.5,23.25,0.942,0.332,1.279
80.5,23.5,2.408,0.432,1.361
80.5,23.75,2.007,0.224,1.335
80.5,24.0,1.367,0.297,1.412
80.5,24.25,2.779,0.198,1.438
80.5,24.5,2.101,0.206,1.411
80.5,24.75,2.136,0.246,1.398
80.5,25.0,0.714,0.443,1.352
80.5,25.25,1.769,1.035,2.141
80.5,25.5,2.117,0.703,1.539
80.5,25.75,2.711,0.498,1.401
80.5,26.0,1.952,1.819,0.978
80.5,26.25,4.139,0.896,1.352
80.5,26.5,4.18,0.935,1.36
80.5,26.75,2.604,1.643,1.912
80.5,27.0,4.014,1.365,1.082
80.5,27.25,3.68,0.752,1.409
80.5,27.5,1.354,0.989,1.903
80.5,27.75,6.125,0.836,1.995
80.5,28.0,2.714,1.477,1.318
80.5,28.25,1.981,0.602,1.37
80.5,28.5,2.437,0.503,1.35
80.5,28.75,3.537,0.375,0.755
80.5,29.0,1.316,0.56,1.68
80.5,29.25,0.498,0.184,1.466
80.5,29.5,1.66,0.131,1.413
80.5,29.75,0.622,0.119,1.566
80.5,30.0,1.099,0.146,1.482
80.5,30.25,0.51,0.032,2.243
80.5,30.5,0.666,0.041,2.372
80.5,30.75,0.802,0.069,2.06
80.5,31.0,0.351,0.046,2.002
80.5,31.25,0.812,0.07,2.344
80.5,31.5,1.623,0.02,2.17
80.5,31.75,0.828,0.047,2.327
80.5,32.0,0.354,0.031,2.292
80.5,32.25,0.936,0.02,2.206
80.5,32.5,0.948,0.029,2.201
80.5,32.75,0.51,0.023,2.525
80.5,33.0,1.133,0.046,1.697
80.5,33.25,0.921,0.118,2.352
80.5,33.5,0.491,0.798,1.721
80.5,33.75,0.335,0.037,1.514
80.5,34.0,0.439,0.034,1.153
80.5,34.25,0.634,0.065,2.365
80.5,34.5,1.072,0.438,2.071
80.5,34.75,0.151,0.035,2.487
80.5,35.0,0.519,0.035,2.414
80.5,35.25,0.417,0.029,2.407
80.5,35.5,0.417,0.029,2.407
80.5,35.75,0.097,0.031,2.417
80.5,36.0,0.073,0.017,2.577
80.5,36.25,0.396,0.009,2.047
80.5,36.5,0.866,0.011,2.238
80.5,36.75,0.893,0.065,2.275
80.5,37.0,1.592,0.055,1.929
80.5,37.25,1.271,0.132,1.949
80.5,37.5,0.96,0.064,2.108
80.5,37.75,1.137,0.044,1.862
80.5,38.0,0.975,0.022,2.067
80.5,38.25,0.765,0.054,1.941
80.5,38.5,1.35,0.053,1.874
80.5,38.75,1.306,0.113,1.873
80.5,39.0,0.857,0.029,2.077
80.5,39.25,0.224,0.034,0.819
80.5,39.5,0.56,0.07,1.935
80.5,39.75,0.37,0.057,2.268
80.5,40.0,1.593,0.156,2.024
80.5,40.25,0.69,0.072,2.312
80.5,40.5,1.06,0.082,2.216
80.5,40.75,2.008,0.109,1.93
80.5,41.0,2.317,0.084,1.576
80.5,41.25,4.698,0.181,1.339
80.5,41.5,2.078,0.136,1.508
80.5,41.75,1.205,0.081,1.2
80.5,42.0,1.205,0.081,1.2
80.5,42.25,0.639,0.139,1.506
80.5,42.5,0.365,0.068,2.678
80.5,42.75,0.365,0.068,2.678
80.5,43.0,0.365,0.068,2.678
80.5,43.25,1.093,0.078,1.378
80.5,43.5,5.069,0.188,0.186
80.5,43.75,5.995,0.119,0.79
80.5,44.0,4.834,0.115,0.807
80.5,44.25,7.792,0.297,0.132
80.5,44.5,7.792,0.297,0.132
80.5,44.75,7.792,0.297,0.132
80.5,45.0,0.01,0.239,3.394
80.5,45.25,0.613,0.299,0.948
80.5,45.5,0.613,0.299,0.948
80.5,45.75,0.613,0.299,0.948
80.5,46.0,0.566,0.139,3.231
80.5,46.25,0.299,0.178,3.427
80.5,46.5,0.824,0.112,3.111
80.5,46.75,0.773,0.334,2.67
80.5,47.0,0.773,0.334,2.67
80.5,47.25,0.902,0.447,2.519
80.5,47.5,1.674,0.333,1.821
80.5,47.75,1.674,0.333,1.821
80.5,48.0,1.674,0.333,1.821
80.5,48.25,1.674,0.333,1.821
80.5,48.5,0.724,0.119,3.423
80.5,48.75,0.724,0.119,3.423
80.5,49.0,0.724,0.119,3.423
80.5,49.25,0.724,0.119,3.423
80.5,49.5,0.724,0.119,3.423
80.5,49.75,0.724,0.119,3.423
80.5,50.0,0.662,0.129,3.401
80.5,50.25,0.662,0.129,3.401
80.5,50.5,3.237,0.273,2.775
80.5,50.75,3.237,0.273,2.775
80.5,51.0,1.14,0.21,3.394
80.5,51.25,1.14,0.21,3.394
80.5,51.5,0.768,0.235,3.082
80.5,51.75,0.767,0.255,2.762
80.5,52.0,0.767,0.255,2.762
80.5,52.25,0.767,0.255,2.762
80.5,52.5,1.703,0.255,0.819
80.5,52.75,1.703,0.255,0.819
80.5,53.0,1.703,0.255,0.819
80.5,53.25,1.703,0.255,0.819
80.5,53.5,1.703,0.255,0.819
80.5,53.75,1.703,0.255,0.819
80.5,54.0,1.703,0.255,0.819
80.75,20.0,1.448,0.158,1.419
80.75,20.25,1.152,0.265,1.397
80.75,20.5,10.049,0.195,1.003
80.75,20.75,4.532,0.575,1.332
80.75,21.0,3.98,0.189,1.181
80.75,21.25,2.916,0.421,1.256
80.75,21.5,0.838,0.338,1.225
80.75,21.75,1.613,0.108,1.232
80.75,22.0,1.338,0.213,1.32
80.75,22.25,0.486,0.141,1.362
80.75,22.5,1.112,0.213,1.229
80.75,22.75,2.017,0.384,1.29
80.75,23.0,1.34,0.177,1.235
80.75,23.25,1.307,0.193,1.285
80.75,23.5,1.128,0.187,1.21
80.75,23.75,1.285,0.195,1.198
80.75,24.0,4.296,0.282,1.502
80.75,24.25,2.519,0.163,1.522
80.75,24.5,5.644,0.852,1.345
80.75,24.75,2.258,0.22,1.21
80.75,25.0,1.429,0.538,2.056
80.75,25.25,2.505,0.346,1.321
80.75,25.5,2.449,0.545,1.345
80.75,25.75,2.142,0.937,1.321
80.75,26.0,3.003,1.007,1.308
80.75,26.25,4.268,0.761,1.27
80.75,26.5,3.159,0.974,1.384
80.75,26.75,2.97,0.337,1.479
80.75,27.0,4.332,0.789,1.559
80.75,27.25,1.831,0.822,2.183
80.75,27.5,2.932,1.042,1.404
80.75,27.75,1.339,0.344,2.579
80.75,28.0,1.098,0.285,2.505
80.75,28.25,2.234,0.633,1.225
80.75,28.5,1.952,0.71,1.9
80.75,28.75,2.381,0.886,1.125
80.75,29.0,0.072,0.417,1.491
80.75,29.25,1.487,0.115,1.587
80.75,29.5,1.253,0.132,1.325
80.75,29.75,2.11,0.205,1.509
80.75,30.0,1.014,0.071,1.86
80.75,30.25,0.419,0.019,2.185
80.75,30.5,1.019,0.041,2.215
80.75,30.75,0.88,0.07,2.062
80.75,31.0,1.024,0.03,2.389
80.75,31.25,0.997,0.082,2.294
80.75,31.5,0.856,0.012,2.435
80.75,31.75,0.572,0.057,2.251
80.75,32.0,0.032,0.008,2.469
80.75,32.25,0.51,0.018,2.446
80.75,32.5,1.269,0.041,2.351
80.75,32.75,0.472,0.059,2.464
80.75,33.0,0.578,0.027,2.537
80.75,33.25,0.374,0.091,2.172
80.75,33.5,2.005,0.037,2.059
80.75,33.75,0.165,0.029,2.394
80.75,34.0,0.181,0.024,2.519
80.75,34.25,0.307,0.028,2.82
80.75,34.5,0.379,0.045,2.391
80.75,34.75,0.866,0.032,2.195
80.75,35.0,0.622,0.03,2.399
80.75,35.25,0.255,0.045,3.6
80.75,35.5,0.255,0.045,3.6
80.75,35.75,0.372,0.036,3.317
80.75,36.0,0.456,0.03,2.466
80.75,36.25,0.309,0.015,2.512
80.75,36.5,0.986,0.063,1.681
80.75,36.75,2.159,0.108,1.663
80.75,37.0,1.189,0.086,2.035
80.75,37.25,0.463,0.071,2.015
80.75,37.5,0.706,0.046,1.888
80.75,37.75,0.935,0.032,1.892
80.75,38.0,0.393,0.044,1.965
80.75,38.25,0.914,0.053,2.038
80.75,38.5,1.021,0.024,2.076
80.75,38.75,0.102,0.048,1.998
80.75,39.0,0.08,0.04,2.308
80.75,39.25,1.194,0.069,1.921
80.75,39.5,1.004,0.073,1.929
80.75,39.75,1.186,0.172,2.064
80.75,40.0,0.7,0.076,1.915
80.75,40.25,0.127,0.055,1.872
80.75,40.5,1.88,0.086,1.71
80.75,40.75,1.463,0.174,1.551
80.75,41.0,1.771,0.072,0.88
80.75,41.25,1.534,0.109,2.239
80.75,41.5,1.549,0.094,0.685
80.75,41.75,1.615,0.173,1.607
80.75,42.0,1.615,0.173,1.607
80.75,42.25,1.618,0.09,1.848
80.75,42.5,0.761,0.098,0.486
80.75,42.75,0.761,0.098,0.486
80.75,43.0,0.761,0.098,0.486
80.75,43.25,0.761,0.098,0.486
80.75,43.5,0.534,0.048,3.21
80.75,43.75,26.036,0.105,0.383
80.75,44.0,23.115,0.065,0.124
80.75,44.25,1.958,0.344,0.567
80.75,44.5,6.863,0.293,0.161
80.75,44.75,4.235,0.267,0.21
80.75,45.0,1.085,0.035,0.832
80.75,45.25,0.613,0.299,0.948
80.75,45.5,0.343,0.165,3.261
80.75,45.75,0.729,0.213,2.822
80.75,46.0,0.241,0.093,3.206
80.75,46.25,1.146,0.201,3.127
80.75,46.5,0.022,0.166,2.986
80.75,46.75,0.902,0.447,2.519
80.75,47.0,0.902,0.447,2.519
80.75,47.25,1.674,0.333,1.821
80.75,47.5,1.674,0.333,1.821
80.75,47.75,1.674,0.333,1.821
80.75,48.0,1.674,0.333,1.821
80.75,48.25,1.674,0.333,1.821
80.75,48.5,0.65,0.192,3.359
80.75,48.75,0.65,0.192,3.359
80.75,49.0,0.65,0.192,3.359
80.75,49.25,0.65,0.192,3.359
80.75,49.5,0.65,0.192,3.359
80.75,49.75,0.65,0.192,3.359
80.75,50.0,2.568,0.342,3.323
80.75,50.25,2.568,0.342,3.323
80.75,50.5,2.591,0.273,3.138
80.75,50.75,3.237,0.273,2.775
80.75,51.0,3.237,0.273,2.775
80.75,51.25,0.768,0.235,3.082
80.75,51.5,0.768,0.235,3.082
80.75,51.75,3.206,0.15,0.694
80.75,52.0,3.206,0.15,0.694
80.75,52.25,3.206,0.15,0.694
80.75,52.5,1.703,0.255,0.819
80.75,52.75,1.703,0.255,0.819
80.75,53.0,1.703,0.255,0.819
80.75,53.25,1.703,0.255,0.819
80.75,53.5,1.703,0.255,0.819
80.75,53.75,1.703,0.255,0.819
80.75,54.0,1.703,0.255,0.819
81.0,20.0,0.663,0.067,1.339
81.0,20.25,1.251,0.092,1.223
81.0,20.5,1.893,0.154,1.076
81.0,20.75,2.742,0.182,0.759
81.0,21.0,3.42,0.21,1.119
81.0,21.25,1.676,0.185,1.216
81.0,21.5,3.529,0.118,1.16
81.0,21.75,3.171,0.073,1.276
81.0,22.0,2.603,0.493,1.219
81.0,22.25,1.283,0.121,1.247
81.0,22.5,0.048,0.134,1.242
81.0,22.75,2.609,0.15,1.207
81.0,23.0,0.877,0.087,1.057
81.0,23.25,2.619,0.083,1.095
81.0,23.5,0.003,0.26,1.231
81.0,23.75,1.763,0.222,1.331
81.0,24.0,2.104,0.407,1.498
81.0,24.25,1.768,0.095,1.89
81.0,24.5,2.103,0.116,1.834
81.0,24.75,2.076,0.443,1.529
81.0,25.0,1.86,0.876,1.374
81.0,25.25,1.924,0.32,1.42
81.0,25.5,1.412,0.545,1.39
81.0,25.75,2.287,0.686,1.397
81.0,26.0,5.952,1.206,1.054
81.0,26.25,6.879,1.906,1.18
81.0,26.5,2.41,1.598,1.62
81.0,26.75,4.157,0.72,1.377
81.0,27.0,3.517,0.61,1.863
81.0,27.25,3.648,1.468,1.347
81.0,27.5,3.196,1.434,0.967
81.0,27.75,3.173,1.065,1.198
81.0,28.0,2.077,0.576,1.305
81.0,28.25,1.706,0.735,2.091
81.0,28.5,2.809,0.787,1.052
81.0,28.75,1.64,0.331,0.97
81.0,29.0,0.561,0.028,1.722
81.0,29.25,1.693,0.202,1.574
81.0,29.5,0.775,0.133,1.421
81.0,29.75,2.209,0.042,1.564
81.0,30.0,1.5,0.041,1.611
81.0,30.25,0.55,0.016,2.367
81.0,30.5,0.334,0.048,2.112
81.0,30.75,0.625,0.068,2.643
81.0,31.0,1.821,0.873,2.201
81.0,31.25,1.533,0.087,2.236
81.0,31.5,0.243,0.046,1.876
81.0,31.75,1.105,0.013,2.338
81.0,32.0,1.276,0.015,2.215
81.0,32.25,0.428,0.026,2.566
81.0,32.5,1.044,0.081,2.263
81.0,32.75,0.469,0.037,2.494
81.0,33.0,0.478,0.035,2.297
81.0,33.25,0.307,0.035,2.225
81.0,33.5,0.393,0.031,1.899
81.0,33.75,0.746,0.059,2.254
81.0,34.0,0.624,0.292,2.584
81.0,34.25,0.751,0.078,2.278
81.0,34.5,0.628,0.038,2.257
81.0,34.75,0.49,0.057,2.713
81.0,35.0,0.67,0.028,0.98
81.0,35.25,0.67,0.028,0.98
81.0,35.5,0.255,0.045,3.6
81.0,35.75,0.46,0.062,2.747
81.0,36.0,0.382,0.031,2.976
81.0,36.25,1.469,0.039,2.167
81.0,36.5,0.609,0.063,2.114
81.0,36.75,0.846,0.055,1.899
81.0,37.0,1.996,0.09,1.72
81.0,37.25,0.305,0.046,1.274
81.0,37.5,1.692,0.029,2.017
81.0,37.75,1.226,0.071,2.233
81.0,38.0,1.521,0.069,0.846
81.0,38.25,0.686,0.079,0.565
81.0,38.5,0.506,0.069,2.342
81.0,38.75,1.043,0.029,1.052
81.0,39.0,1.338,0.14,1.93
81.0,39.25,1.091,0.157,2.027
81.0,39.5,0.701,0.068,1.947
81.0,39.75,0.466,0.057,1.902
81.0,40.0,0.622,0.085,2.054
81.0,40.25,2.11,0.074,1.941
81.0,40.5,1.861,0.08,1.295
81.0,40.75,1.615,0.15,2.172
81.0,41.0,0.895,0.1,2.022
81.0,41.25,0.661,0.05,2.252
81.0,41.5,1.017,0.078,2.008
81.0,41.75,1.618,0.09,1.848
81.0,42.0,1.618,0.09,1.848
81.0,42.25,1.618,0.09,1.848
81.0,42.5,1.07,0.099,1.19
81.0,42.75,1.07,0.099,1.19
81.0,43.0,1.07,0.099,1.19
81.0,43.25,0.761,0.098,0.486
81.0,43.5,0.884,0.171,0.543
81.0,43.75,3.768,0.12,0.359
81.0,44.0,8.518,0.293,0.148
81.0,44.25,6.863,0.293,0.161
81.0,44.5,4.235,0.267,0.21
81.0,44.75,0.6,0.038,2.709
81.0,45.0,1.085,0.035,0.832
81.0,45.25,1.085,0.035,0.832
81.0,45.5,0.619,0.243,1.125
81.0,45.75,0.619,0.243,1.125
81.0,46.0,2.429,0.16,0.6
81.0,46.25,0.73,0.201,3.13
81.0,46.5,1.469,0.219,3.109
81.0,46.75,0.902,0.447,2.519
81.0,47.0,0.915,0.272,1.452
81.0,47.25,1.674,0.333,1.821
81.0,47.5,1.674,0.333,1.821
81.0,47.75,1.674,0.333,1.821
81.0,48.0,1.674,0.333,1.821
81.0,48.25,1.674,0.333,1.821
81.0,48.5,0.562,0.272,3.203
81.0,48.75,0.65,0.192,3.359
81.0,49.0,0.65,0.192,3.359
81.0,49.25,0.65,0.192,3.359
81.0,49.5,0.65,0.192,3.359
81.0,49.75,0.65,0.192,3.359
81.0,50.0,2.568,0.342,3.323
81.0,50.25,0.719,0.377,3.305
81.0,50.5,0.719,0.377,3.305
81.0,50.75,0.566,0.112,3.045
81.0,51.0,0.566,0.112,3.045
81.0,51.25,0.768,0.235,3.082
81.0,51.5,3.206,0.15,0.694
81.0,51.75,3.206,0.15,0.694
81.0,52.0,3.206,0.15,0.694
81.0,52.25,3.206,0.15,0.694
81.0,52.5,1.703,0.255,0.819
81.0,52.75,1.703,0.255,0.819
81.0,53.0,1.703,0.255,0.819
81.0,53.25,1.703,0.255,0.819
81.0,53.5,1.703,0.255,0.819
81.0,53.75,1.703,0.255,0.819
81.0,54.0,1.703,0.255,0.819
81.25,20.0,2.195,0.101,1.232
81.25,20.25,2.201,0.098,1.17
81.25,20.5,3.177,0.155,1.184
81.25,20.75,4.452,0.514,1.236
81.25,21.0,20.029,0.333,1.157
81.25,21.25,6.51,0.284,1.157
81.25,21.5,9.044,0.563,1.287
81.25,21.75,7.457,0.508,1.289
81.25,22.0,4.011,0.075,0.765
81.25,22.25,3.903,0.093,1.248
81.25,22.5,1.725,0.096,1.235
81.25,22.75,1.643,0.398,1.346
81.25,23.0,1.776,0.118,1.08
