lng,lat,vcd
80.25,29.5,2.178
80.25,29.75,1.711
80.25,30.0,3.635
80.25,30.25,0.379
80.25,30.5,0.379
80.25,30.75,0.445
80.25,31.0,1.557
80.25,31.25,1.362
80.25,31.5,4.047
80.25,31.75,1.441
80.25,32.0,0.319
80.25,32.25,0.548
80.25,32.5,1.151
80.25,32.75,0.873
80.25,33.0,0.266
80.25,33.25,0.373
80.25,33.5,0.693
80.25,33.75,0.385
80.25,34.0,0.057
80.25,34.25,1.115
80.25,34.5,0.834
80.25,34.75,1.419
80.25,35.0,0.118
80.25,35.25,0.118
80.25,35.5,0.975
80.25,35.75,0.239
80.25,36.0,0.491
80.25,36.25,1.919
80.25,36.5,0.268
80.25,36.75,1.499
80.25,37.0,1.422
80.25,37.25,1.368
80.25,37.5,1.789
80.25,37.75,0.08
80.25,38.0,1.042
80.25,38.25,0.8
80.25,38.5,0.739
80.25,38.75,0.674
80.25,39.0,0.591
80.25,39.25,1.863
80.25,39.5,1.719
80.25,39.75,0.509
80.25,40.0,1.376
80.25,40.25,2.753
80.25,40.5,2.051
80.25,40.75,2.111
80.25,41.0,2.482
80.25,41.25,4.234
80.25,41.5,2.829
80.25,41.75,1.119
80.25,42.0,2.324
80.25,42.25,1.583
80.25,42.5,0.814
80.25,42.75,0.766
80.25,43.0,0.584
80.25,43.25,0.293
80.25,43.5,1.606
80.25,43.75,1.57
80.25,44.0,3.858
80.25,44.25,2.609
80.25,44.5,0.78
80.25,44.75,0.691
80.25,45.0,0.691
80.25,45.25,0.048
80.25,45.5,1.41
80.25,45.75,3.729
80.25,46.0,1.186
80.25,46.25,0.589
80.25,46.5,2.417
80.25,46.75,0.823
80.25,47.0,0.774
80.25,47.25,1.336
80.25,47.5,0.401
80.25,47.75,0.312
80.25,48.0,2.786
80.25,48.25,1.44
80.25,48.5,1.511
80.25,48.75,0.663
80.25,49.0,2.421
80.25,49.25,1.449
80.25,49.5,2.206
80.25,49.75,0.422
80.25,50.0,1.32
80.25,50.25,0.371
80.25,50.5,4.283
80.25,50.75,1.557
80.25,51.0,2.35
80.25,51.25,1.333
80.25,51.5,0.846
80.25,51.75,1.873
80.25,52.0,0.841
80.25,52.25,0.69
80.25,52.5,2.036
80.25,52.75,1.459
80.25,53.0,0.617
80.25,53.25,0.617
80.25,53.5,0.617
80.25,53.75,0.617
80.25,54.0,0.617
80.5,20.0,0.083
80.5,20.25,1.276
80.5,20.5,1.335
80.5,20.75,2.014
80.5,21.0,2.857
80.5,21.25,2.917
80.5,21.5,2.535
80.5,21.75,1.635
80.5,22.0,0.009
80.5,22.25,1.441
80.5,22.5,2.611
80.5,22.75,2.703
80.5,23.0,1.76
80.5,23.25,2.589
80.5,23.5,1.045
80.5,23.75,1.727
80.5,24.0,2.086
80.5,24.25,1.571
80.5,24.5,1.123
80.5,24.75,0.177
80.5,25.0,1.984
80.5,25.25,3.383
80.5,25.5,2.461
80.5,25.75,1.775
80.5,26.0,1.91
80.5,26.25,2.471
80.5,26.5,3.638
80.5,26.75,1.979
80.5,27.0,3.446
80.5,27.25,1.829
80.5,27.5,1.395
80.5,27.75,0.607
80.5,28.0,3.287
80.5,28.25,2.816
80.5,28.5,2.783
80.5,28.75,3.913
80.5,29.0,2.687
80.5,29.25,3.884
80.5,29.5,0.667
80.5,29.75,0.071
80.5,30.0,0.071
80.5,30.25,0.415
80.5,30.5,0.813
80.5,30.75,0.52
80.5,31.0,1.418
80.5,31.25,0.756
80.5,31.5,0.912
80.5,31.75,0.013
80.5,32.0,0.326
80.5,32.25,1.31
80.5,32.5,0.651
80.5,32.75,0.504
80.5,33.0,1.525
80.5,33.25,1.812
80.5,33.5,1.287
80.5,33.75,0.111
80.5,34.0,1.625
80.5,34.25,1.347
80.5,34.5,1.388
80.5,34.75,1.128
80.5,35.0,0.443
80.5,35.25,0.118
80.5,35.5,0.105
80.5,35.75,0.105
80.5,36.0,0.99
80.5,36.25,1.312
80.5,36.5,1.502
80.5,36.75,1.627
80.5,37.0,1.197
80.5,37.25,0.443
80.5,37.5,0.289
80.5,37.75,1.821
80.5,38.0,0.456
80.5,38.25,0.581
80.5,38.5,1.752
80.5,38.75,0.76
80.5,39.0,0.549
80.5,39.25,1.041
80.5,39.5,2.23
80.5,39.75,1.656
80.5,40.0,1.122
80.5,40.25,1.76
80.5,40.5,2.548
80.5,40.75,1.894
80.5,41.0,0.409
80.5,41.25,2.391
80.5,41.5,2.697
80.5,41.75,2.324
80.5,42.0,2.324
80.5,42.25,1.215
80.5,42.5,0.857
80.5,42.75,2.037
80.5,43.0,1.896
80.5,43.25,1.767
80.5,43.5,2.283
80.5,43.75,2.179
80.5,44.0,0.728
80.5,44.25,1.288
80.5,44.5,1.879
80.5,44.75,0.691
80.5,45.0,0.122
80.5,45.25,0.122
80.5,45.5,0.477
80.5,45.75,0.547
80.5,46.0,1.637
80.5,46.25,2.077
80.5,46.5,0.649
80.5,46.75,1.203
80.5,47.0,2.207
80.5,47.25,0.676
80.5,47.5,0.455
80.5,47.75,0.482
80.5,48.0,1.279
80.5,48.25,2.191
80.5,48.5,0.492
80.5,48.75,0.129
80.5,49.0,0.81
80.5,49.25,1.06
80.5,49.5,0.457
80.5,49.75,0.491
80.5,50.0,1.389
80.5,50.25,1.213
80.5,50.5,1.961
80.5,50.75,6.822
80.5,51.0,2.144
80.5,51.25,1.289
80.5,51.5,1.208
80.5,51.75,6.141
80.5,52.0,0.545
80.5,52.25,2.517
80.5,52.5,1.246
80.5,52.75,0.973
80.5,53.0,1.307
80.5,53.25,11.018
80.5,53.5,11.018
80.5,53.75,11.018
80.5,54.0,11.018
80.75,20.0,0.859
80.75,20.25,2.259
80.75,20.5,2.424
80.75,20.75,1.782
80.75,21.0,1.735
80.75,21.25,1.399
80.75,21.5,1.353
80.75,21.75,3.91
80.75,22.0,2.479
80.75,22.25,1.382
80.75,22.5,1.047
80.75,22.75,1.744
80.75,23.0,2.181
80.75,23.25,3.283
80.75,23.5,3.051
80.75,23.75,1.924
80.75,24.0,2.455
80.75,24.25,2.786
80.75,24.5,2.067
80.75,24.75,2.153
80.75,25.0,2.429
80.75,25.25,1.939
80.75,25.5,0.31
80.75,25.75,3.71
80.75,26.0,2.936
80.75,26.25,2.534
80.75,26.5,3.379
80.75,26.75,2.345
80.75,27.0,1.929
80.75,27.25,2.121
80.75,27.5,5.028
80.75,27.75,3.098
80.75,28.0,2.202
80.75,28.25,3.214
80.75,28.5,4.881
80.75,28.75,3.125
80.75,29.0,2.526
80.75,29.25,0.776
80.75,29.5,0.736
80.75,29.75,0.627
80.75,30.0,0.613
80.75,30.25,0.415
80.75,30.5,0.415
80.75,30.75,0.511
80.75,31.0,0.143
80.75,31.25,1.114
80.75,31.5,0.347
80.75,31.75,0.579
80.75,32.0,0.104
80.75,32.25,0.512
80.75,32.5,1.232
80.75,32.75,0.117
80.75,33.0,0.285
80.75,33.25,0.894
80.75,33.5,0.789
80.75,33.75,0.678
80.75,34.0,0.688
80.75,34.25,0.734
80.75,34.5,0.244
80.75,34.75,0.092
80.75,35.0,0.01
80.75,35.25,0.419
80.75,35.5,0.419
80.75,35.75,0.357
80.75,36.0,1.03
80.75,36.25,1.258
80.75,36.5,2.063
80.75,36.75,1.884
80.75,37.0,2.217
80.75,37.25,1.035
80.75,37.5,1.554
80.75,37.75,0.626
80.75,38.0,0.934
80.75,38.25,0.861
80.75,38.5,1.381
80.75,38.75,0.779
80.75,39.0,1.66
80.75,39.25,1.062
80.75,39.5,1.087
80.75,39.75,1.571
80.75,40.0,1.744
80.75,40.25,2.357
80.75,40.5,1.397
80.75,40.75,2.169
80.75,41.0,1.827
80.75,41.25,1.68
80.75,41.5,1.208
80.75,41.75,2.727
80.75,42.0,2.324
80.75,42.25,1.002
80.75,42.5,1.002
80.75,42.75,2.848
80.75,43.0,1.316
80.75,43.25,0.875
80.75,43.5,1.554
80.75,43.75,2.263
80.75,44.0,2.609
80.75,44.25,2.021
80.75,44.5,0.323
80.75,44.75,0.323
80.75,45.0,0.122
80.75,45.25,0.505
80.75,45.5,1.62
80.75,45.75,0.295
80.75,46.0,2.249
80.75,46.25,0.706
80.75,46.5,0.692
80.75,46.75,2.745
80.75,47.0,0.681
80.75,47.25,1.812
80.75,47.5,1.81
80.75,47.75,0.7
80.75,48.0,0.915
80.75,48.25,0.317
80.75,48.5,0.644
80.75,48.75,0.314
80.75,49.0,0.922
80.75,49.25,0.628
80.75,49.5,1.621
80.75,49.75,0.381
80.75,50.0,0.081
80.75,50.25,1.002
80.75,50.5,4.249
80.75,50.75,1.651
80.75,51.0,2.439
80.75,51.25,2.008
80.75,51.5,3.735
80.75,51.75,1.889
80.75,52.0,0.728
80.75,52.25,3.127
80.75,52.5,2.883
80.75,52.75,0.303
80.75,53.0,0.798
80.75,53.25,0.798
80.75,53.5,0.798
80.75,53.75,1.04
80.75,54.0,1.04
81.0,20.0,1.361
81.0,20.25,0.815
81.0,20.5,2.463
81.0,20.75,0.981
81.0,21.0,1.459
81.0,21.25,1.677
81.0,21.5,2.117
81.0,21.75,1.386
81.0,22.0,1.297
81.0,22.25,0.391
81.0,22.5,2.851
81.0,22.75,2.566
81.0,23.0,2.464
81.0,23.25,2.214
81.0,23.5,3.711
81.0,23.75,1.392
81.0,24.0,1.524
81.0,24.25,2.083
81.0,24.5,2.435
81.0,24.75,2.029
81.0,25.0,3.73
81.0,25.25,2.353
81.0,25.5,1.769
81.0,25.75,1.536
81.0,26.0,1.74
81.0,26.25,0.843
81.0,26.5,5.033
81.0,26.75,3.761
81.0,27.0,3.827
81.0,27.25,3.17
81.0,27.5,3.743
81.0,27.75,3.436
81.0,28.0,3.772
81.0,28.25,3.122
81.0,28.5,1.262
81.0,28.75,3.905
81.0,29.0,0.707
81.0,29.25,2.314
81.0,29.5,2.14
81.0,29.75,2.14
81.0,30.0,0.613
81.0,30.25,0.22
81.0,30.5,1.107
81.0,30.75,0.3
81.0,31.0,1.037
81.0,31.25,0.069
81.0,31.5,0.634
81.0,31.75,1.239
81.0,32.0,1.201
81.0,32.25,1.101
81.0,32.5,0.269
81.0,32.75,1.011
81.0,33.0,0.172
81.0,33.25,1.04
81.0,33.5,0.987
81.0,33.75,0.563
81.0,34.0,0.75
81.0,34.25,0.75
81.0,34.5,0.378
81.0,34.75,0.085
81.0,35.0,2.042
81.0,35.25,0.32
81.0,35.5,0.719
81.0,35.75,0.198
81.0,36.0,0.572
81.0,36.25,1.283
81.0,36.5,0.756
81.0,36.75,1.438
81.0,37.0,1.845
81.0,37.25,3.075
81.0,37.5,0.493
81.0,37.75,1.881
81.0,38.0,1.233
81.0,38.25,1.548
81.0,38.5,1.269
81.0,38.75,1.045
81.0,39.0,1.54
81.0,39.25,0.433
81.0,39.5,1.544
81.0,39.75,1.159
81.0,40.0,1.068
81.0,40.25,1.647
81.0,40.5,1.956
81.0,40.75,0.537
81.0,41.0,2.16
81.0,41.25,1.391
81.0,41.5,1.718
81.0,41.75,2.832
81.0,42.0,0.7
81.0,42.25,0.686
81.0,42.5,0.686
81.0,42.75,0.035
81.0,43.0,2.497
81.0,43.25,1.636
81.0,43.5,1.979
81.0,43.75,3.063
81.0,44.0,1.555
81.0,44.25,4.12
81.0,44.5,3.041
81.0,44.75,2.534
81.0,45.0,3.308
81.0,45.25,0.653
81.0,45.5,0.084
81.0,45.75,0.785
81.0,46.0,1.525
81.0,46.25,2.607
81.0,46.5,3.488
81.0,46.75,4.188
81.0,47.0,3.175
81.0,47.25,0.202
81.0,47.5,0.571
81.0,47.75,1.053
81.0,48.0,0.896
81.0,48.25,0.391
81.0,48.5,0.531
81.0,48.75,0.954
81.0,49.0,1.262
81.0,49.25,2.455
81.0,49.5,0.154
81.0,49.75,1.627
81.0,50.0,2.291
81.0,50.25,0.263
81.0,50.5,1.832
81.0,50.75,3.655
81.0,51.0,1.736
81.0,51.25,0.147
81.0,51.5,5.57
81.0,51.75,4.225
81.0,52.0,2.721
81.0,52.25,0.801
81.0,52.5,7.101
81.0,52.75,2.484
81.0,53.0,1.04
81.0,53.25,1.04
81.0,53.5,1.04
81.0,53.75,1.04
81.0,54.0,1.04
81.25,20.0,1.98
81.25,20.25,1.605
81.25,20.5,1.706
81.25,20.75,1.775
81.25,21.0,2.139
81.25,21.25,2.494
81.25,21.5,3.108
81.25,21.75,1.386
81.25,22.0,1.917
81.25,22.25,4.197
81.25,22.5,2.889
81.25,22.75,0.581
81.25,23.0,0.828
81.25,23.25,4.547
81.25,23.5,2.044
81.25,23.75,1.833
81.25,24.0,1.003
81.25,24.25,2.512
81.25,24.5,4.013
81.25,24.75,1.967
81.25,25.0,1.136
81.25,25.25,0.74
81.25,25.5,3.243
81.25,25.75,3.604
81.25,26.0,3.634
81.25,26.25,1.809
81.25,26.5,1.807
81.25,26.75,4.77
81.25,27.0,0.944
81.25,27.25,2.987
81.25,27.5,2.764
81.25,27.75,0.942
81.25,28.0,2.139
81.25,28.25,2.058
81.25,28.5,4.126
81.25,28.75,5.12
81.25,29.0,2.537
81.25,29.25,1.701
81.25,29.5,1.523
81.25,29.75,1.523
81.25,30.0,0.323
81.25,30.25,0.524
81.25,30.5,1.088
81.25,30.75,1.2
81.25,31.0,1.587
81.25,31.25,0.213
81.25,31.5,0.302
81.25,31.75,0.315
81.25,32.0,0.777
81.25,32.25,0.0
81.25,32.5,0.715
81.25,32.75,1.194
81.25,33.0,1.232
81.25,33.25,0.29
81.25,33.5,0.787
81.25,33.75,1.617
81.25,34.0,0.29
81.25,34.25,1.639
81.25,34.5,0.36
81.25,34.75,1.271
81.25,35.0,0.316
81.25,35.25,1.177
81.25,35.5,0.317
81.25,35.75,0.308
81.25,36.0,0.29
81.25,36.25,0.601
81.25,36.5,2.265
81.25,36.75,0.763
81.25,37.0,1.208
81.25,37.25,1.754
81.25,37.5,1.535
81.25,37.75,1.549
81.25,38.0,0.708
81.25,38.25,1.756
81.25,38.5,0.993
81.25,38.75,1.45
81.25,39.0,0.854
81.25,39.25,1.422
81.25,39.5,1.447
81.25,39.75,2.086
81.25,40.0,1.37
81.25,40.25,0.977
81.25,40.5,0.661
81.25,40.75,1.744
81.25,41.0,1.146
81.25,41.25,2.118
81.25,41.5,3.691
81.25,41.75,2.751
81.25,42.0,2.751
81.25,42.25,0.875
81.25,42.5,0.875
81.25,42.75,0.873
81.25,43.0,0.698
81.25,43.25,1.486
81.25,43.5,2.001
81.25,43.75,3.675
81.25,44.0,3.124
81.25,44.25,0.875
81.25,44.5,0.859
81.25,44.75,2.534
81.25,45.0,0.91
81.25,45.25,0.488
81.25,45.5,0.794
81.25,45.75,0.208
81.25,46.0,0.629
81.25,46.25,2.195
81.25,46.5,1.773
81.25,46.75,0.974
81.25,47.0,1.875
81.25,47.25,1.772
81.25,47.5,1.064
81.25,47.75,1.135
81.25,48.0,1.923
81.25,48.25,2.04
81.25,48.5,1.284
81.25,48.75,1.366
81.25,49.0,0.775
81.25,49.25,0.649
81.25,49.5,2.235
81.25,49.75,1.271
81.25,50.0,1.986
81.25,50.25,0.529
81.25,50.5,1.366
81.25,50.75,2.004
81.25,51.0,2.162
81.25,51.25,6.463
81.25,51.5,3.266
81.25,51.75,2.604
81.25,52.0,2.487
81.25,52.25,7.11
81.25,52.5,6.718
81.25,52.75,0.684
81.25,53.0,1.689
81.25,53.25,1.03
81.25,53.5,1.03
81.25,53.75,1.03
81.25,54.0,1.03
81.5,20.0,1.053
81.5,20.25,1.951
81.5,20.5,2.011
81.5,20.75,2.071
81.5,21.0,3.254
81.5,21.25,3.815
81.5,21.5,3.234
81.5,21.75,1.551
81.5,22.0,2.406
81.5,22.25,3.116
81.5,22.5,2.482
81.5,22.75,0.555
81.5,23.0,1.376
81.5,23.25,2.136
81.5,23.5,2.502
81.5,23.75,3.758
81.5,24.0,2.259
81.5,24.25,2.743
81.5,24.5,2.024
81.5,24.75,1.781
81.5,25.0,2.579
81.5,25.25,2.64
81.5,25.5,2.551
81.5,25.75,3.687
81.5,26.0,2.049
81.5,26.25,2.34
81.5,26.5,3.066
81.5,26.75,2.334
81.5,27.0,2.695
81.5,27.25,1.955
81.5,27.5,3.588
81.5,27.75,3.932
81.5,28.0,3.329
81.5,28.25,3.876
81.5,28.5,4.473
81.5,28.75,1.997
81.5,29.0,3.386
81.5,29.25,0.794
81.5,29.5,0.791
81.5,29.75,1.704
81.5,30.0,0.323
81.5,30.25,0.398
81.5,30.5,0.398
81.5,30.75,1.763
81.5,31.0,0.171
81.5,31.25,0.608
81.5,31.5,0.88
81.5,31.75,0.178
81.5,32.0,0.397
81.5,32.25,1.511
81.5,32.5,0.987
81.5,32.75,0.723
81.5,33.0,0.052
81.5,33.25,0.561
81.5,33.5,0.251
81.5,33.75,0.937
81.5,34.0,0.836
81.5,34.25,0.531
81.5,34.5,0.229
81.5,34.75,0.598
81.5,35.0,0.316
81.5,35.25,0.438
81.5,35.5,0.566
81.5,35.75,1.132
81.5,36.0,0.246
81.5,36.25,0.682
81.5,36.5,1.324
81.5,36.75,1.402
81.5,37.0,0.748
81.5,37.25,2.312
81.5,37.5,0.32
81.5,37.75,1.321
81.5,38.0,2.036
81.5,38.25,1.791
81.5,38.5,0.482
81.5,38.75,2.208
81.5,39.0,1.17
81.5,39.25,1.308
81.5,39.5,1.519
81.5,39.75,2.494
81.5,40.0,1.159
81.5,40.25,2.099
81.5,40.5,1.149
81.5,40.75,0.732
81.5,41.0,1.374
81.5,41.25,0.841
81.5,41.5,1.524
81.5,41.75,2.824
81.5,42.0,3.865
81.5,42.25,1.063
81.5,42.5,0.729
81.5,42.75,0.919
81.5,43.0,2.976
81.5,43.25,4.481
81.5,43.5,2.565
81.5,43.75,3.317
81.5,44.0,4.133
81.5,44.25,1.065
81.5,44.5,1.648
81.5,44.75,0.73
81.5,45.0,1.931
81.5,45.25,1.052
81.5,45.5,1.577
81.5,45.75,2.148
81.5,46.0,3.189
81.5,46.25,2.506
81.5,46.5,1.641
81.5,46.75,3.621
81.5,47.0,0.229
81.5,47.25,1.597
81.5,47.5,1.133
81.5,47.75,0.261
81.5,48.0,0.483
81.5,48.25,0.706
81.5,48.5,1.374
81.5,48.75,0.92
81.5,49.0,1.385
81.5,49.25,1.534
81.5,49.5,0.868
81.5,49.75,0.476
81.5,50.0,2.773
81.5,50.25,1.549
81.5,50.5,1.216
81.5,50.75,1.014
81.5,51.0,2.269
81.5,51.25,3.836
81.5,51.5,2.572
81.5,51.75,1.314
81.5,52.0,0.64
81.5,52.25,0.179
81.5,52.5,0.257
81.5,52.75,0.868
81.5,53.0,0.729
81.5,53.25,0.729
81.5,53.5,1.03
81.5,53.75,1.03
81.5,54.0,1.03
81.75,20.0,1.14
81.75,20.25,1.14
81.75,20.5,1.937
81.75,20.75,2.227
81.75,21.0,1.277
81.75,21.25,3.141
81.75,21.5,2.959
81.75,21.75,3.712
81.75,22.0,2.27
81.75,22.25,3.913
81.75,22.5,4.181
81.75,22.75,1.901
81.75,23.0,5.279
81.75,23.25,4.655
81.75,23.5,0.993
81.75,23.75,0.418
81.75,24.0,0.444
81.75,24.25,2.583
81.75,24.5,4.02
81.75,24.75,3.748
81.75,25.0,2.425
81.75,25.25,3.947
81.75,25.5,2.639
81.75,25.75,4.412
81.75,26.0,2.716
81.75,26.25,1.941
81.75,26.5,1.773
81.75,26.75,3.484
81.75,27.0,3.439
81.75,27.25,4.036
81.75,27.5,1.693
81.75,27.75,2.121
81.75,28.0,2.076
81.75,28.25,4.72
81.75,28.5,3.105
81.75,28.75,2.234
81.75,29.0,1.938
81.75,29.25,0.575
81.75,29.5,1.301
81.75,29.75,0.822
81.75,30.0,0.704
81.75,30.25,0.462
81.75,30.5,0.804
81.75,30.75,0.36
81.75,31.0,0.234
81.75,31.25,0.554
81.75,31.5,0.07
81.75,31.75,0.818
81.75,32.0,0.759
81.75,32.25,1.324
81.75,32.5,0.765
81.75,32.75,0.727
81.75,33.0,0.824
81.75,33.25,0.611
81.75,33.5,2.218
81.75,33.75,0.722
81.75,34.0,0.484
81.75,34.25,1.671
81.75,34.5,0.433
81.75,34.75,1.454
81.75,35.0,0.765
81.75,35.25,0.044
81.75,35.5,0.407
81.75,35.75,0.114
81.75,36.0,1.088
81.75,36.25,1.197
81.75,36.5,1.394
81.75,36.75,1.26
81.75,37.0,0.689
81.75,37.25,1.416
81.75,37.5,1.736
81.75,37.75,1.146
81.75,38.0,2.187
81.75,38.25,1.013
81.75,38.5,1.589
81.75,38.75,0.993
81.75,39.0,2.026
81.75,39.25,0.372
81.75,39.5,1.332
81.75,39.75,0.015
81.75,40.0,0.946
81.75,40.25,0.763
81.75,40.5,1.173
81.75,40.75,0.964
81.75,41.0,1.488
81.75,41.25,1.017
81.75,41.5,2.564
81.75,41.75,1.576
81.75,42.0,3.865
81.75,42.25,1.063
81.75,42.5,0.979
81.75,42.75,0.763
81.75,43.0,0.334
81.75,43.25,5.168
81.75,43.5,2.067
81.75,43.75,1.32
81.75,44.0,3.214
81.75,44.25,2.383
81.75,44.5,3.568
81.75,44.75,1.702
81.75,45.0,0.659
81.75,45.25,1.789
81.75,45.5,0.424
81.75,45.75,1.386
81.75,46.0,3.077
81.75,46.25,0.774
81.75,46.5,0.556
81.75,46.75,0.987
81.75,47.0,0.048
81.75,47.25,1.651
81.75,47.5,0.904
81.75,47.75,2.566
81.75,48.0,1.811
81.75,48.25,1.941
81.75,48.5,2.11
81.75,48.75,1.961
81.75,49.0,1.615
81.75,49.25,1.883
81.75,49.5,0.479
81.75,49.75,1.593
81.75,50.0,2.321
81.75,50.25,1.328
81.75,50.5,6.929
81.75,50.75,2.054
81.75,51.0,1.674
81.75,51.25,1.451
81.75,51.5,3.829
81.75,51.75,5.145
81.75,52.0,0.65
81.75,52.25,2.151
81.75,52.5,1.72
81.75,52.75,2.068
81.75,53.0,0.344
81.75,53.25,0.344
81.75,53.5,0.344
81.75,53.75,0.344
81.75,54.0,0.344
82.0,20.0,1.097
82.0,20.25,0.698
82.0,20.5,0.263
82.0,20.75,3.418
82.0,21.0,3.793
82.0,21.25,2.37
82.0,21.5,3.392
82.0,21.75,3.264
82.0,22.0,1.94
82.0,22.25,3.058
82.0,22.5,3.103
82.0,22.75,3.538
82.0,23.0,5.025
82.0,23.25,2.293
82.0,23.5,2.008
82.0,23.75,1.806
82.0,24.0,3.925
82.0,24.25,1.272
82.0,24.5,1.444
82.0,24.75,2.469
82.0,25.0,1.858
82.0,25.25,2.341
82.0,25.5,2.597
82.0,25.75,2.641
82.0,26.0,2.54
82.0,26.25,2.963
82.0,26.5,4.711
82.0,26.75,3.122
82.0,27.0,2.208
82.0,27.25,3.959
82.0,27.5,2.887
82.0,27.75,3.02
82.0,28.0,2.518
82.0,28.25,2.277
82.0,28.5,3.55
82.0,28.75,1.461
82.0,29.0,1.358
82.0,29.25,0.727
82.0,29.5,0.975
82.0,29.75,1.629
82.0,30.0,0.704
82.0,30.25,0.071
82.0,30.5,0.64
82.0,30.75,0.7
82.0,31.0,0.642
82.0,31.25,0.828
82.0,31.5,0.706
82.0,31.75,0.619
82.0,32.0,0.718
82.0,32.25,1.022
82.0,32.5,0.415
82.0,32.75,2.403
82.0,33.0,0.641
82.0,33.25,0.915
82.0,33.5,0.85
82.0,33.75,0.335
82.0,34.0,0.352
82.0,34.25,0.87
82.0,34.5,1.196
82.0,34.75,1.043
82.0,35.0,1.48
82.0,35.25,0.376
82.0,35.5,0.648
82.0,35.75,0.05
82.0,36.0,1.756
82.0,36.25,0.563
82.0,36.5,0.785
82.0,36.75,1.163
