lng,lat,vcd
80.25,45.5,2.979
80.25,45.75,0.469
80.25,46.0,1.023
80.25,46.25,1.441
80.25,46.5,2.013
80.25,46.75,0.816
80.25,47.0,0.732
80.25,47.25,1.212
80.25,47.5,0.78
80.25,47.75,0.808
80.25,48.0,0.446
80.25,48.25,0.577
80.25,48.5,0.21
80.25,48.75,0.327
80.25,49.0,0.367
80.25,49.25,0.406
80.25,49.5,0.049
80.25,49.75,0.116
80.25,50.0,0.484
80.25,50.25,0.788
80.25,50.5,1.029
80.25,50.75,0.384
80.25,51.0,2.174
80.25,51.25,3.685
80.25,51.5,3.685
80.25,51.75,5.443
80.25,52.0,0.497
80.25,52.25,0.464
80.25,52.5,0.432
80.25,52.75,0.712
80.25,53.0,0.712
80.25,53.25,0.882
80.25,53.5,0.882
80.25,53.75,0.882
80.25,54.0,0.882
80.5,20.0,7.193
80.5,20.25,3.445
80.5,20.5,1.748
80.5,20.75,2.674
80.5,21.0,2.596
80.5,21.25,2.833
80.5,21.5,2.525
80.5,21.75,2.876
80.5,22.0,2.092
80.5,22.25,3.173
80.5,22.5,0.895
80.5,22.75,2.765
80.5,23.0,2.365
80.5,23.25,1.01
80.5,23.5,1.544
80.5,23.75,2.739
80.5,24.0,1.22
80.5,24.25,2.443
80.5,24.5,2.925
80.5,24.75,1.148
80.5,25.0,2.472
80.5,25.25,2.293
80.5,25.5,1.637
80.5,25.75,3.153
80.5,26.0,3.667
80.5,26.25,3.157
80.5,26.5,1.434
80.5,26.75,1.576
80.5,27.0,1.755
80.5,27.25,1.645
80.5,27.5,2.667
80.5,27.75,2.813
80.5,28.0,2.148
80.5,28.25,3.805
80.5,28.5,2.486
80.5,28.75,1.323
80.5,29.0,2.484
80.5,29.25,0.53
80.5,29.5,2.763
80.5,29.75,0.493
80.5,30.0,0.399
80.5,30.25,0.469
80.5,30.5,0.279
80.5,30.75,0.214
80.5,31.0,1.117
80.5,31.25,0.937
80.5,31.5,0.569
80.5,31.75,0.475
80.5,32.0,0.433
80.5,32.25,2.38
80.5,32.5,2.436
80.5,32.75,0.728
80.5,33.0,1.889
80.5,33.25,0.338
80.5,33.5,1.67
80.5,33.75,0.149
80.5,34.0,0.615
80.5,34.25,0.608
80.5,34.5,1.184
80.5,34.75,0.742
80.5,35.0,0.517
80.5,35.25,0.517
80.5,35.5,0.233
80.5,35.75,1.038
80.5,36.0,0.685
80.5,36.25,1.779
80.5,36.5,1.129
80.5,36.75,1.221
80.5,37.0,1.628
80.5,37.25,0.932
80.5,37.5,1.682
80.5,37.75,0.812
80.5,38.0,1.042
80.5,38.25,0.619
80.5,38.5,1.168
80.5,38.75,0.534
80.5,39.0,1.669
80.5,39.25,0.404
80.5,39.5,0.121
80.5,39.75,0.224
80.5,40.0,0.538
80.5,40.25,0.968
80.5,40.5,0.805
80.5,40.75,0.581
80.5,41.0,1.741
80.5,41.25,6.038
80.5,41.5,1.075
80.5,41.75,1.531
80.5,42.0,1.531
80.5,42.25,0.071
80.5,42.5,0.071
80.5,42.75,0.89
80.5,43.0,3.379
80.5,43.25,0.207
80.5,43.5,0.813
80.5,43.75,2.311
80.5,44.0,1.73
80.5,44.25,1.382
80.5,44.5,2.656
80.5,44.75,3.566
80.5,45.0,0.345
80.5,45.25,0.345
80.5,45.5,1.084
80.5,45.75,0.366
80.5,46.0,1.455
80.5,46.25,0.921
80.5,46.5,1.11
80.5,46.75,6.409
80.5,47.0,1.49
80.5,47.25,1.424
80.5,47.5,1.37
80.5,47.75,0.635
80.5,48.0,0.446
80.5,48.25,0.142
80.5,48.5,0.142
80.5,48.75,0.282
80.5,49.0,0.247
80.5,49.25,0.525
80.5,49.5,0.133
80.5,49.75,0.426
80.5,50.0,0.589
80.5,50.25,1.43
80.5,50.5,0.781
80.5,50.75,1.989
80.5,51.0,0.948
80.5,51.25,0.948
80.5,51.5,4.69
80.5,51.75,5.208
80.5,52.0,5.443
80.5,52.25,0.497
80.5,52.5,0.464
80.5,52.75,0.432
80.5,53.0,0.882
80.5,53.25,0.882
80.5,53.5,0.882
80.5,53.75,0.882
80.5,54.0,0.882
80.75,20.0,1.596
80.75,20.25,2.165
80.75,20.5,2.061
80.75,20.75,2.133
80.75,21.0,3.245
80.75,21.25,4.638
80.75,21.5,2.0
80.75,21.75,1.986
80.75,22.0,3.37
80.75,22.25,0.837
80.75,22.5,3.377
80.75,22.75,2.165
80.75,23.0,2.263
80.75,23.25,5.098
80.75,23.5,7.952
80.75,23.75,7.934
80.75,24.0,1.075
80.75,24.25,2.957
80.75,24.5,2.423
80.75,24.75,2.067
80.75,25.0,1.655
80.75,25.25,2.124
80.75,25.5,2.856
80.75,25.75,1.579
80.75,26.0,2.167
80.75,26.25,2.124
80.75,26.5,1.922
80.75,26.75,3.479
80.75,27.0,3.16
80.75,27.25,2.427
80.75,27.5,2.823
80.75,27.75,2.638
80.75,28.0,2.891
80.75,28.25,2.844
80.75,28.5,3.862
80.75,28.75,2.043
80.75,29.0,2.197
80.75,29.25,1.05
80.75,29.5,0.99
80.75,29.75,0.612
80.75,30.0,0.023
80.75,30.25,0.482
80.75,30.5,0.469
80.75,30.75,0.214
80.75,31.0,0.212
80.75,31.25,0.716
80.75,31.5,0.468
80.75,31.75,0.632
80.75,32.0,0.698
80.75,32.25,0.12
80.75,32.5,0.247
80.75,32.75,1.245
80.75,33.0,1.061
80.75,33.25,1.249
80.75,33.5,1.596
80.75,33.75,1.91
80.75,34.0,2.608
80.75,34.25,0.209
80.75,34.5,1.429
80.75,34.75,5.983
80.75,35.0,1.888
80.75,35.25,0.233
80.75,35.5,0.233
80.75,35.75,1.929
80.75,36.0,0.504
80.75,36.25,0.92
80.75,36.5,1.485
80.75,36.75,0.968
80.75,37.0,0.478
80.75,37.25,1.446
80.75,37.5,1.525
80.75,37.75,0.564
80.75,38.0,0.95
80.75,38.25,1.608
80.75,38.5,1.884
80.75,38.75,1.779
80.75,39.0,0.246
80.75,39.25,0.387
80.75,39.5,0.608
80.75,39.75,1.962
80.75,40.0,1.034
80.75,40.25,0.544
80.75,40.5,1.691
80.75,40.75,1.417
80.75,41.0,1.877
80.75,41.25,2.16
80.75,41.5,0.88
80.75,41.75,0.722
80.75,42.0,0.722
80.75,42.25,0.068
80.75,42.5,0.068
80.75,42.75,1.394
80.75,43.0,3.379
80.75,43.25,0.353
80.75,43.5,0.667
80.75,43.75,3.259
80.75,44.0,2.512
80.75,44.25,3.566
80.75,44.5,3.566
80.75,44.75,2.679
80.75,45.0,0.345
80.75,45.25,0.345
80.75,45.5,0.345
80.75,45.75,2.472
80.75,46.0,2.334
80.75,46.25,0.823
80.75,46.5,2.084
80.75,46.75,2.123
80.75,47.0,1.839
80.75,47.25,0.309
80.75,47.5,0.309
80.75,47.75,0.309
80.75,48.0,0.808
80.75,48.25,0.142
80.75,48.5,0.142
80.75,48.75,0.142
80.75,49.0,0.407
80.75,49.25,0.454
80.75,49.5,0.165
80.75,49.75,0.239
80.75,50.0,2.093
80.75,50.25,0.736
80.75,50.5,0.736
80.75,50.75,1.256
80.75,51.0,0.75
80.75,51.25,0.948
80.75,51.5,2.688
80.75,51.75,5.067
80.75,52.0,5.208
80.75,52.25,5.443
80.75,52.5,0.432
80.75,52.75,0.276
80.75,53.0,0.882
80.75,53.25,0.882
80.75,53.5,0.882
80.75,53.75,0.882
80.75,54.0,0.882
81.0,20.0,7.043
81.0,20.25,3.788
81.0,20.5,1.466
81.0,20.75,3.283
81.0,21.0,4.119
81.0,21.25,4.056
81.0,21.5,2.011
81.0,21.75,1.909
81.0,22.0,0.788
81.0,22.25,2.207
81.0,22.5,2.727
81.0,22.75,3.919
81.0,23.0,1.122
81.0,23.25,2.707
81.0,23.5,1.288
81.0,23.75,1.403
81.0,24.0,2.182
81.0,24.25,2.455
81.0,24.5,4.132
81.0,24.75,3.09
81.0,25.0,0.733
81.0,25.25,1.081
81.0,25.5,1.816
81.0,25.75,3.796
81.0,26.0,3.016
81.0,26.25,3.127
81.0,26.5,1.227
81.0,26.75,2.546
81.0,27.0,1.909
81.0,27.25,0.819
81.0,27.5,3.931
81.0,27.75,3.613
81.0,28.0,4.044
81.0,28.25,3.548
81.0,28.5,1.815
81.0,28.75,2.166
81.0,29.0,2.998
81.0,29.25,1.761
81.0,29.5,0.523
81.0,29.75,0.612
81.0,30.0,0.397
81.0,30.25,0.504
81.0,30.5,0.28
81.0,30.75,0.565
81.0,31.0,0.248
81.0,31.25,0.593
81.0,31.5,0.078
81.0,31.75,0.37
81.0,32.0,0.465
81.0,32.25,0.448
81.0,32.5,0.8
81.0,32.75,1.665
81.0,33.0,0.667
81.0,33.25,1.233
81.0,33.5,0.916
81.0,33.75,0.672
81.0,34.0,3.167
81.0,34.25,1.018
81.0,34.5,0.051
81.0,34.75,1.531
81.0,35.0,0.581
81.0,35.25,0.825
81.0,35.5,0.75
81.0,35.75,1.409
81.0,36.0,0.315
81.0,36.25,0.527
81.0,36.5,0.685
81.0,36.75,1.589
81.0,37.0,1.586
81.0,37.25,0.857
81.0,37.5,0.978
81.0,37.75,0.601
81.0,38.0,0.747
81.0,38.25,0.141
81.0,38.5,1.079
81.0,38.75,0.572
81.0,39.0,0.733
81.0,39.25,1.66
81.0,39.5,0.488
81.0,39.75,0.039
81.0,40.0,0.946
81.0,40.25,0.816
81.0,40.5,1.377
81.0,40.75,1.728
81.0,41.0,0.461
81.0,41.25,0.909
81.0,41.5,1.389
81.0,41.75,0.722
81.0,42.0,0.288
81.0,42.25,0.068
81.0,42.5,0.068
81.0,42.75,0.645
81.0,43.0,0.135
81.0,43.25,1.231
81.0,43.5,1.68
81.0,43.75,0.582
81.0,44.0,4.034
81.0,44.25,2.446
81.0,44.5,0.841
81.0,44.75,0.841
81.0,45.0,1.956
81.0,45.25,0.039
81.0,45.5,0.478
81.0,45.75,0.733
81.0,46.0,0.2
81.0,46.25,1.799
81.0,46.5,2.181
81.0,46.75,1.164
81.0,47.0,1.091
81.0,47.25,0.974
81.0,47.5,0.309
81.0,47.75,0.252
81.0,48.0,0.252
81.0,48.25,0.142
81.0,48.5,0.142
81.0,48.75,0.572
81.0,49.0,1.56
81.0,49.25,0.082
81.0,49.5,1.887
81.0,49.75,0.239
81.0,50.0,3.712
81.0,50.25,0.736
81.0,50.5,1.256
81.0,50.75,1.256
81.0,51.0,0.251
81.0,51.25,0.313
81.0,51.5,2.858
81.0,51.75,2.688
81.0,52.0,5.067
81.0,52.25,0.756
81.0,52.5,0.432
81.0,52.75,0.432
81.0,53.0,0.882
81.0,53.25,0.882
81.0,53.5,0.882
81.0,53.75,0.882
81.0,54.0,0.882
81.25,20.0,3.582
81.25,20.25,3.82
81.25,20.5,2.263
81.25,20.75,1.516
81.25,21.0,9.04
81.25,21.25,3.565
81.25,21.5,5.968
81.25,21.75,2.852
81.25,22.0,1.069
81.25,22.25,1.829
81.25,22.5,1.704
81.25,22.75,0.703
81.25,23.0,2.548
81.25,23.25,4.48
81.25,23.5,3.721
81.25,23.75,2.258
81.25,24.0,1.804
81.25,24.25,3.233
81.25,24.5,1.614
81.25,24.75,1.199
81.25,25.0,3.172
81.25,25.25,0.87
81.25,25.5,2.31
81.25,25.75,2.891
81.25,26.0,2.559
81.25,26.25,1.118
81.25,26.5,3.36
81.25,26.75,3.583
81.25,27.0,2.925
81.25,27.25,2.245
81.25,27.5,3.718
81.25,27.75,3.757
81.25,28.0,3.308
81.25,28.25,1.819
81.25,28.5,1.93
81.25,28.75,2.163
81.25,29.0,2.772
81.25,29.25,0.903
81.25,29.5,0.155
81.25,29.75,0.155
81.25,30.0,0.397
81.25,30.25,0.787
81.25,30.5,1.232
81.25,30.75,0.27
81.25,31.0,1.136
81.25,31.25,0.401
81.25,31.5,0.182
81.25,31.75,2.592
81.25,32.0,0.236
81.25,32.25,0.357
81.25,32.5,0.845
81.25,32.75,0.496
81.25,33.0,0.64
81.25,33.25,0.325
81.25,33.5,1.909
81.25,33.75,2.197
81.25,34.0,0.711
81.25,34.25,2.245
81.25,34.5,3.905
81.25,34.75,1.844
81.25,35.0,0.75
81.25,35.25,0.75
81.25,35.5,0.312
81.25,35.75,0.536
81.25,36.0,0.62
81.25,36.25,0.219
81.25,36.5,1.651
81.25,36.75,0.986
81.25,37.0,1.272
81.25,37.25,1.103
81.25,37.5,1.143
81.25,37.75,0.74
81.25,38.0,0.778
81.25,38.25,0.586
81.25,38.5,0.302
81.25,38.75,0.851
81.25,39.0,0.27
81.25,39.25,1.105
81.25,39.5,0.425
81.25,39.75,1.429
81.25,40.0,1.235
81.25,40.25,0.815
81.25,40.5,0.712
81.25,40.75,1.436
81.25,41.0,1.866
81.25,41.25,1.636
81.25,41.5,1.893
81.25,41.75,0.115
81.25,42.0,0.046
81.25,42.25,1.765
81.25,42.5,0.068
81.25,42.75,0.645
81.25,43.0,0.645
81.25,43.25,1.185
81.25,43.5,1.244
81.25,43.75,2.332
81.25,44.0,2.348
81.25,44.25,1.684
81.25,44.5,0.612
81.25,44.75,0.736
81.25,45.0,1.956
81.25,45.25,0.039
81.25,45.5,0.478
81.25,45.75,1.962
81.25,46.0,1.408
81.25,46.25,1.817
81.25,46.5,2.328
81.25,46.75,2.198
81.25,47.0,0.786
81.25,47.25,1.704
81.25,47.5,0.671
81.25,47.75,0.252
81.25,48.0,0.252
81.25,48.25,0.252
81.25,48.5,0.572
81.25,48.75,0.572
81.25,49.0,0.572
81.25,49.25,1.56
81.25,49.5,0.654
81.25,49.75,0.654
81.25,50.0,0.239
81.25,50.25,0.736
81.25,50.5,0.344
81.25,50.75,0.344
81.25,51.0,0.593
81.25,51.25,0.546
81.25,51.5,0.392
81.25,51.75,2.858
81.25,52.0,0.267
81.25,52.25,0.507
81.25,52.5,0.756
81.25,52.75,0.432
81.25,53.0,0.432
81.25,53.25,0.882
81.25,53.5,0.882
81.25,53.75,0.882
81.25,54.0,0.882
81.5,20.0,2.748
81.5,20.25,1.843
81.5,20.5,4.399
81.5,20.75,2.189
81.5,21.0,2.692
81.5,21.25,5.507
81.5,21.5,5.427
81.5,21.75,2.301
81.5,22.0,2.664
81.5,22.25,2.399
81.5,22.5,6.13
81.5,22.75,2.566
81.5,23.0,2.67
81.5,23.25,4.82
81.5,23.5,1.51
81.5,23.75,1.339
81.5,24.0,1.156
81.5,24.25,2.515
81.5,24.5,4.372
81.5,24.75,4.138
81.5,25.0,2.408
81.5,25.25,2.577
81.5,25.5,3.037
81.5,25.75,1.2
81.5,26.0,2.812
81.5,26.25,2.42
81.5,26.5,2.4
81.5,26.75,4.07
81.5,27.0,2.068
81.5,27.25,2.38
81.5,27.5,2.235
81.5,27.75,2.476
81.5,28.0,1.071
81.5,28.25,3.666
81.5,28.5,2.65
81.5,28.75,1.808
81.5,29.0,1.903
81.5,29.25,1.025
81.5,29.5,1.063
81.5,29.75,0.864
81.5,30.0,0.641
81.5,30.25,0.424
81.5,30.5,0.183
81.5,30.75,0.345
81.5,31.0,0.887
81.5,31.25,0.049
81.5,31.5,0.563
81.5,31.75,1.284
81.5,32.0,0.781
81.5,32.25,0.404
81.5,32.5,1.301
81.5,32.75,0.754
81.5,33.0,0.732
81.5,33.25,0.595
81.5,33.5,0.811
81.5,33.75,1.04
81.5,34.0,2.419
81.5,34.25,1.212
81.5,34.5,0.638
81.5,34.75,0.089
81.5,35.0,1.122
81.5,35.25,0.693
81.5,35.5,0.312
81.5,35.75,0.012
81.5,36.0,0.733
81.5,36.25,0.113
81.5,36.5,1.091
81.5,36.75,0.557
81.5,37.0,1.06
81.5,37.25,0.792
81.5,37.5,0.891
81.5,37.75,0.063
81.5,38.0,0.44
81.5,38.25,0.614
81.5,38.5,0.424
81.5,38.75,0.691
81.5,39.0,1.254
81.5,39.25,1.422
81.5,39.5,0.583
81.5,39.75,1.333
81.5,40.0,0.7
81.5,40.25,0.43
81.5,40.5,1.309
81.5,40.75,2.527
81.5,41.0,1.076
81.5,41.25,1.249
81.5,41.5,2.0
81.5,41.75,2.059
81.5,42.0,1.769
81.5,42.25,0.239
81.5,42.5,0.239
81.5,42.75,4.292
81.5,43.0,0.312
81.5,43.25,2.947
81.5,43.5,1.173
81.5,43.75,2.587
81.5,44.0,4.153
81.5,44.25,0.934
81.5,44.5,0.129
81.5,44.75,0.074
81.5,45.0,0.573
81.5,45.25,0.68
81.5,45.5,0.039
81.5,45.75,1.076
81.5,46.0,1.408
81.5,46.25,1.39
81.5,46.5,0.478
81.5,46.75,1.427
81.5,47.0,1.613
81.5,47.25,0.254
81.5,47.5,0.671
81.5,47.75,0.252
81.5,48.0,0.252
81.5,48.25,0.252
81.5,48.5,0.572
81.5,48.75,0.572
81.5,49.0,0.021
81.5,49.25,0.762
81.5,49.5,0.654
81.5,49.75,0.678
81.5,50.0,0.678
81.5,50.25,0.678
81.5,50.5,0.344
81.5,50.75,0.344
81.5,51.0,0.344
81.5,51.25,1.309
81.5,51.5,0.392
81.5,51.75,0.246
81.5,52.0,0.238
81.5,52.25,0.267
81.5,52.5,0.173
81.5,52.75,0.107
81.5,53.0,0.077
81.5,53.25,0.077
81.5,53.5,0.077
81.5,53.75,0.077
81.5,54.0,0.077
81.75,20.0,1.114
81.75,20.25,1.912
81.75,20.5,2.096
81.75,20.75,2.313
81.75,21.0,8.711
81.75,21.25,7.92
81.75,21.5,13.181
81.75,21.75,3.595
81.75,22.0,3.216
81.75,22.25,1.783
81.75,22.5,2.59
81.75,22.75,0.913
81.75,23.0,2.011
81.75,23.25,2.429
81.75,23.5,0.527
81.75,23.75,11.036
81.75,24.0,1.435
81.75,24.25,3.042
81.75,24.5,2.632
81.75,24.75,1.622
81.75,25.0,1.496
81.75,25.25,2.973
81.75,25.5,4.332
81.75,25.75,4.153
81.75,26.0,2.63
81.75,26.25,0.541
81.75,26.5,2.974
81.75,26.75,8.156
81.75,27.0,3.053
81.75,27.25,3.925
81.75,27.5,1.153
81.75,27.75,3.614
81.75,28.0,2.919
81.75,28.25,3.697
81.75,28.5,2.515
81.75,28.75,0.806
81.75,29.0,1.845
81.75,29.25,0.282
81.75,29.5,1.74
81.75,29.75,0.864
81.75,30.0,0.345
81.75,30.25,0.001
81.75,30.5,0.041
81.75,30.75,1.218
81.75,31.0,0.549
81.75,31.25,0.468
81.75,31.5,0.503
81.75,31.75,0.803
81.75,32.0,1.111
81.75,32.25,1.231
81.75,32.5,0.461
81.75,32.75,0.047
81.75,33.0,1.025
81.75,33.25,0.348
81.75,33.5,0.245
81.75,33.75,0.819
81.75,34.0,0.29
81.75,34.25,0.713
81.75,34.5,0.273
81.75,34.75,0.299
81.75,35.0,1.122
81.75,35.25,1.122
81.75,35.5,0.693
81.75,35.75,0.534
81.75,36.0,1.373
81.75,36.25,0.199
81.75,36.5,3.747
81.75,36.75,1.956
81.75,37.0,1.432
81.75,37.25,0.019
81.75,37.5,0.539
81.75,37.75,0.233
81.75,38.0,0.14
81.75,38.25,0.979
81.75,38.5,0.081
81.75,38.75,0.622
81.75,39.0,1.184
81.75,39.25,0.347
81.75,39.5,1.224
81.75,39.75,0.737
81.75,40.0,2.173
81.75,40.25,0.614
81.75,40.5,0.376
81.75,40.75,0.871
81.75,41.0,2.102
81.75,41.25,1.724
81.75,41.5,0.29
81.75,41.75,2.836
81.75,42.0,0.258
81.75,42.25,0.239
81.75,42.5,0.239
81.75,42.75,0.214
81.75,43.0,4.292
81.75,43.25,0.439
81.75,43.5,2.298
81.75,43.75,1.078
81.75,44.0,1.16
81.75,44.25,0.95
81.75,44.5,0.55
81.75,44.75,0.735
81.75,45.0,0.735
81.75,45.25,0.437
81.75,45.5,1.87
81.75,45.75,1.076
81.75,46.0,1.076
81.75,46.25,1.454
81.75,46.5,1.214
81.75,46.75,0.092
81.75,47.0,0.658
81.75,47.25,2.14
81.75,47.5,0.254
81.75,47.75,0.671
81.75,48.0,0.252
81.75,48.25,0.252
81.75,48.5,0.376
81.75,48.75,0.376
81.75,49.0,0.348
81.75,49.25,0.344
81.75,49.5,0.066
81.75,49.75,0.678
81.75,50.0,0.678
81.75,50.25,0.678
81.75,50.5,0.904
81.75,50.75,0.841
81.75,51.0,0.841
81.75,51.25,0.925
81.75,51.5,0.287
81.75,51.75,0.383
81.75,52.0,0.54
81.75,52.25,0.238
81.75,52.5,0.173
81.75,52.75,0.216
81.75,53.0,0.077
81.75,53.25,0.077
81.75,53.5,0.077
81.75,53.75,0.077
81.75,54.0,0.077
82.0,20.0,1.383
82.0,20.25,3.273
82.0,20.5,1.301
82.0,20.75,3.663
82.0,21.0,4.06
82.0,21.25,4.706
82.0,21.5,4.88
82.0,21.75,3.218
82.0,22.0,3.34
82.0,22.25,2.869
82.0,22.5,2.545
82.0,22.75,2.403
82.0,23.0,4.535
82.0,23.25,2.669
82.0,23.5,2.263
82.0,23.75,2.838
82.0,24.0,3.569
82.0,24.25,1.499
82.0,24.5,1.789
82.0,24.75,2.296
82.0,25.0,1.657
82.0,25.25,2.589
82.0,25.5,3.015
82.0,25.75,0.811
82.0,26.0,3.307
82.0,26.25,2.327
82.0,26.5,2.314
82.0,26.75,2.063
82.0,27.0,2.466
82.0,27.25,2.735
82.0,27.5,3.602
82.0,27.75,3.381
82.0,28.0,2.789
82.0,28.25,3.259
82.0,28.5,1.289
82.0,28.75,0.482
82.0,29.0,0.566
82.0,29.25,0.477
82.0,29.5,0.451
82.0,29.75,1.405
82.0,30.0,0.345
82.0,30.25,0.345
82.0,30.5,0.693
82.0,30.75,0.938
82.0,31.0,0.483
82.0,31.25,0.513
82.0,31.5,0.453
82.0,31.75,0.495
82.0,32.0,0.567
82.0,32.25,0.579
82.0,32.5,0.648
82.0,32.75,1.237
82.0,33.0,0.387
82.0,33.25,0.912
82.0,33.5,1.411
82.0,33.75,0.794
82.0,34.0,0.836
82.0,34.25,0.895
82.0,34.5,0.763
82.0,34.75,0.927
82.0,35.0,1.267
82.0,35.25,0.024
82.0,35.5,0.258
82.0,35.75,0.258
82.0,36.0,1.644
82.0,36.25,0.965
82.0,36.5,0.599
82.0,36.75,0.692
